2016-05-02T21:12:20.000Z,59.4895,-144.7313,12.9,3.2,ml,,,,0.76,ak,ak13510003,2016-05-02T21:47:10.168Z,"90km	1
2016-05-02T21:24:08.210Z,36.6615,-97.9084,3.82,2.8,mb_lg,,25,0.127,0.28,us,us10005d5k,2016-05-02T21:38:44.609Z,"22km	1
2016-05-02T21:49:38.230Z,13.5776,-91.3198,35,4.7,mb,,134,1.009,1.48,us,us10005d61,2016-05-02T22:19:23.824Z,"63km	1
Alaska",earthquake,0.3,0.2,,,automatic,ak,ak	1
Alaska",earthquake,0.3,0.4,,,automatic,ak,ak	1
Alaska",earthquake,0.4,0.4,,,automatic,ak,ak	1
Alaska",earthquake,0.5,0.2,,,reviewed,ak,ak	1
Alaska",earthquake,0.7,0.4,,,automatic,ak,ak	1
Alaska",earthquake,0.8,0.3,,,automatic,ak,ak	1
Alaska",earthquake,0.8,0.4,,,automatic,ak,ak	1
Alaska",earthquake,0.8,0.7,,,reviewed,ak,ak	1
Alaska",earthquake,1,0.3,,,automatic,ak,ak	1
Alaska",earthquake,1,0.4,,,automatic,ak,ak	1
Alaska",earthquake,1.2,10.4,,,automatic,ak,ak	1
Alaska",earthquake,13.3,8.2,,,reviewed,ak,ak	1
Anchor	1
Anguilla",earthquake,17.1,23.2,0,4,reviewed,pr,pr	1
Argentina",earthquake,4.7,9.5,0.131,17,reviewed,us,us	1
Blackwell,	1
Bristol	1
CA",earthquake,0.13,0.38,0.138,25,reviewed,ci,ci	1
Chignik	2
Chile",earthquake,6.2,6.1,0.309,4,reviewed,us,us	1
E	5
ENE	1
ESE	1
East	1
El	2
Fairview,	1
Glennallen,	1
Gomera,	1
Guam",earthquake,9.8,5.4,0.032,318,reviewed,us,us	1
Guatemala",earthquake,6.6,2,0.03,338,reviewed,us,us	1
Guinea",earthquake,8.7,5.1,0.042,185,reviewed,us,us	1
Guinea",earthquake,9.1,1.9,0.121,21,reviewed,us,us	1
Harper,	1
Hawaii",earthquake,0.21,0.22,0.32,30,automatic,hv,hv	1
Hawaii",earthquake,0.4,0.56,0.141,30,reviewed,hv,hv	1
Hawthorne,	1
Hualian,	1
Indonesia",earthquake,7.1,6,0.044,189,reviewed,us,us	1
Island,	7
Islands",earthquake,10.6,2,0.07,66,reviewed,us,us	1
Japan",earthquake,8.4,5.5,0.033,281,reviewed,us,us	1
Kansas",earthquake,1.6,5.5,0.084,37,reviewed,us,us	1
King	1
Kokopo,	1
La	1
Lake,	2
Lorengau,	1
Luganville,	1
Luquillo,	1
Medford,	1
Mendoza,	1
Merizo	1
Middleton	5
Miyako,	1
NNE	5
NW	4
Nevada",earthquake,,0.9,0.38,34,reviewed,nn,nn	1
New	3
Oklahoma",earthquake,1.3,5.2,0.069,54,reviewed,us,us	1
Oklahoma",earthquake,1.7,6.9,0.064,63,reviewed,us,us	1
Oklahoma",earthquake,2.6,4.1,0.098,27,reviewed,us,us	1
Pacific	1
Papua	2
Point,	1
Puerto	2
Pulaupanggung,	1
Redoubt	1
Rico",earthquake,4.5,15,0,5,reviewed,pr,pr	1
Ridge,earthquake,9.6,1.9,0.051,116,reviewed,us,us	1
Rise,earthquake,14.2,4.8,0.03,367,reviewed,us,us	1
S	1
SE	5
SSE	2
SSW	4
SW	4
Salmon,	1
Salvador",earthquake,6.9,8.1,0.031,314,reviewed,us,us	1
Sandwich	1
Semisopochnoi	1
South	1
Springs,	1
Taiwan",earthquake,6.8,4.6,0.063,77,reviewed,us,us	1
Taltal,	1
The	1
Triunfo,	1
Valley,	1
Vanuatu",earthquake,10.4,13.9,0.375,2,reviewed,us,us	1
Village,	1
Volcano,	3
W	1
WNW	2
Warner	1
Whakatane,	1
Zealand",earthquake,6.1,4.5,0.062,83,reviewed,us,us	1
of	35
time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource	1
